Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2015/8/1,52278304846,35.53322565,4056151352,14449100,3903592,46987,201538.6592,0.719474665,38993,7.916666667,1160777.2,426198.0553,7.113695113,2.204155178,2084708.438,884759.5564,52663134,187600,946,275871,156306,78429697,163175,280.72
2015/8/2,52278304846,23.21137984,4056819587,14453025,3912526,42292,175936.6348,0.420317352,39058,7.416666667,1108164.12,408006.6749,11.19629122,2.325277231,1231691.557,671499.469,47657290,169786,877,248553,93462,78528673,98976,280.69
2015/8/3,52278304846,24.44201702,4111340913,14456700,3919540,56145,212900.558,0.429767978,39121,8,1051958.61,382018.9886,8.872795294,1.890890606,1780252.127,949949.8152,55632970,195622,665,226079,114769,78647233,118560,284.39
2015/8/4,52278304846,34.06960048,4121185500,14460300,3926950,59828,253753.2343,0.692439947,39220,8.966666667,1035690,374222.6827,7.803630226,1.720487824,1718770.864,1075348.883,60197462,211219,655,265834,129710,78779952,132719,285
2015/8/5,52278304846,34.44055291,4088672681,14463450,3933656,59010,369707.801,0.790243066,39319,11.56666667,900084.96,327444.8473,6.910653379,1.319511794,1847303.662,1327670.612,68213484,241301,632,250494,127347,78910198,130246,282.69
2015/8/6,52278304846,35.89801803,4008791845,14466950,3939766,55394,246055.4325,0.757048907,39424,9.05,979548.5,363827.6082,7.393153652,1.836398903,1891671.654,1103973.305,53340726,192496,691,247781,129396,79042692,132494,277.1
2015/8/7,52278304846,29.64618859,4042912995,14470500,3945526,59183,331467.2569,0.5679228,39504,8.3,999936.81,369025.1454,8.021441143,1.553216033,2555552.5,1228088.121,64378476,230425,941,242234,119389,79167350,124658,279.39
2015/8/8,52699842409,23.04214901,3906502563,14474425,3950759,54867,351207.153,0.350295249,39558,7.716666667,1065525.72,411296.57,10.20423022,1.582030404,2251104.136,1303148.206,67351785,249553,794,233508,99688,79271770,104420,269.89
2015/8/9,52699842409,18.45162508,3842697676,14477800,3956107,43492,118895.9532,0.354968318,39605,8.083333333,900570.06,353662.6557,10.18456387,1.110850301,2590061.866,1075398.359,81070335,305442,805,218499,82199,79360195,88425,265.42
2015/8/10,52699842409,26.67403896,3824307952,14482175,3961954,55638,246088.9229,0.390679174,39673,6.366666667,1162172.07,458451.5907,10.49972056,1.242659277,2729155.286,1381572.867,93522987,354160,791,220994,103390,79470881,110686,264.07
2015/8/11,52699842409,26.65997778,3851209440,14486400,3968223,59083,287034.4632,0.381361736,39737,7.133333333,1130128.35,442733.2505,9.665577773,1.640022805,1851465.456,1195838.48,68909307,259204,589,227498,110280,79587804,116923,265.85
2015/8/12,52699842409,25.19329055,3881585458,14489475,3975331,59481,302299.312,0.49213818,39797,9.183333333,830459,322225.9752,7.174343867,1.218615096,2902827.011,1281112.961,68147769,254387,751,232055,109091,79703558,115754,267.89
2015/8/13,52699842409,25.29193539,3854756404,14493200,3984562,62215,479504.424,0.411912726,39858,8.783333333,997387.5,390338.783,8.428436824,1.427024885,2601765.979,1461956.275,69892790,262784,828,226126,111008,79821894,118336,265.97
2015/8/14,52699842409,23.62123658,3870433885,14496550,3991048,53969,284131.9462,0.416901311,39913,8.5,900557.27,351042.9323,8.342355442,1.263478117,2537895.246,1328948.019,71276048,266961,808,220370,104109,79929844,107950,266.99
2015/8/15,52699842409,22.59740485,3848418459,14499900,3996755,57620,234842.7616,0.421532076,39969,9.383333333,894962.52,351042.9323,8.43357476,1.313182067,1279542.147,1201448.04,68152204,256781,753,245458,101858,80035963,106119,265.41
2015/8/16,52699842409,18.29530243,3734235455,14503575,4004155,43848,168151.9662,0.358668891,42022,7.45,950836.71,385099.3362,10.98179446,1.710763242,19040492.33,1145737.755,55579679,215869,755,228284,84478,80122546,86583,257.47
2015/8/17,52699842409,18.29530243,3734235455,14503575,4010440,57398,298856.4795,0.358668891,42022,7.45,950836.71,385099.3362,10.98179446,1.710763242,19040492.33,1145737.755,55579679,215869,755,228284,84478,80122546,86583,257.47
2015/8/18,52699842409,22.53259396,3734872204,14507175,4017248,62331,290275.2216,0.419639278,42082,7.283333333,932483.9,377240.1661,8.614249554,1.078354412,13641622.23,1414273.993,86472860,335882,704,230212,105299,80230795,108249,257.45
2015/8/19,52699842409,25.78007236,3684437228,14510800,4017248,63104,290275.2216,0.4606524,42148,8.433333333,926771.5,379859.8895,7.714673981,1.022717039,22342291.48,1704654.578,90618565,356892,684,244699,116238,80350926,120131,253.91
2015/8/20,52699842409,24.77607127,3386111034,14514600,4023883,58965,319606.0903,0.439980717,42214,7.783333333,892100.96,398197.9531,7.260881625,0.963495877,60726602.77,1803977.193,92590013,396888,745,247961,119064,80473790,122864,233.29
2015/8/21,52699842409,25.1348193,3386143924,14518475,4036635,59431,339540.0259,0.385212729,42273,8.483333333,909597,406057.1232,7.785379256,1.094285798,22690278.75,1570874.331,83122435,356397,906,222182,113433,80590624,116834,233.23
2015/8/22,52699842409,23.63760391,3392269897,14522325,4065426,57435,300710.5032,0.397583318,42334,7.583333333,904694.07,403437.3998,7.778233099,1.190110196,14567269.83,1529910.596,76017672,325432,809,235230,113062,80706935,116311,233.59
2015/8/23,54256630328,22.96914083,3283490946,14526150,4088174,45509,257701.3551,0.391901974,42393,7.75,869575.88,412658.0936,8.066940767,1.443234826,17528714.37,1217558.105,60251864,266554,780,259239,104099,80814730,107795,226.04
2015/8/24,54256630328,20.4380634,3322623211,14529575,4095100,59748,210967.7115,0.404600737,42448,8.966666667,787802.6,369504.306,8.400270838,1.961105289,13017080.07,1169074.884,40171357,175666,816,247407,88760,80908513,93783,228.68
2015/8/25,54256630328,24.8013553,3099123540,14533500,4101954,63980,321184.0163,0.434771732,42516,7.8,842084.76,423446.5405,7.195706595,0.904918226,42854460.01,1811809.748,93056448,436393,689,237850,111842,81025539,117026,213.24
2015/8/26,54256630328,25.66812814,3227493639,14536950,4113830,65055,301072.0737,0.486758152,42583,9.783333333,771519.5,372201.4177,6.169194787,0.847689282,44792175.95,2136229.162,91014422,409938,641,245539,117845,81150599,125060,222.02
2015/8/27,54256630328,25.67958618,3327522393,14540825,4121710,58733,262012.5997,0.413826323,42647,7.983333333,892476,418052.317,7.108587086,1.03262918,22356486.11,1656288.99,86427540,377677,742,243215,120364,81276148,125549,228.84
2015/8/28,54256630328,23.57561436,3320084429,14544550,4128152,60910,257346.3917,0.396142946,42706,8.1,855555.96,401869.6467,7.354307081,1.504207823,13832635.27,1595398.217,56877510,249168,927,232198,111998,81392482,116334,228.27
2015/8/29,54256630328,24.08727019,3406769557,14548275,4134777,59892,254601.7084,0.431331826,42770,7.816666667,877903.33,401869.6467,7.214141686,1.145937424,21397486.82,1621121.83,76610058,327156,894,243840,114654,81514174,121692,234.17
2015/8/30,54256630328,23.00206438,3321148728,14552400,4140784,46992,213520.0019,0.356310812,42828,7.466666667,946656.56,445023.4343,8.324304532,1.924788915,10728935.6,1154973.296,49182357,215504,910,250584,106197,81627896,113722,228.22
2015/8/31,54256630328,17.61443105,3296497320,14556000,4146673,59540,167283.6413,0.347467875,42878,8.458333333,819141.99,388384.0881,8.871125539,2.050372801,11559447.75,799631.7901,39950881,176407,627,229116,88602,81720234,92338,226.47
2015/9/1,54256630328,25.0420155,3362480627,14559975,4153093,74351,283438.6587,0.409100057,42943,7.233333333,923760,428840.7639,7.829469848,1.767210385,12988337.13,1064439.482,52272214,226345,910,238504,109165,81838219,117985,230.94
2015/9/2,54256630328,28.84121772,3325201108,14563775,4159985,57807,387158.2078,0.515467474,43021,7.266666667,874008.96,409960.9819,6.199964248,1.037959611,14592340.48,1568804.786,84204525,368800,667,272866,130024,81979189,140970,228.32
2015/9/3,54256630328,44.13311414,3360459735,14567625,4166582,60283,324857.5725,0.658569805,43122,12.3,898267.92,415355.2053,6.521332627,1.71421046,13926552.56,1453675.881,52401262,227160,875,230707,132339,82116932,137743,230.68
2015/9/4,54256630328,36.44597513,3313827788,14571400,4173275,32019,259376.0839,0.60077555,43212,10.75,866697.62,407263.8701,6.305731851,1.488539516,14833269.03,1211735.92,58224697,256023,911,249811,134325,82254378,137446,227.42
2015/9/5,56957648455,21.94174192,3363956160,14575200,4176098,75068,143264.4391,0.333613138,43262,7.25,881886.8,430369.7695,9.243321315,1.574367484,14833269.03,1116494.719,56015308,242701,912,209983,90818,82349786,95408,230.8
2015/9/6,56957648455,32.06849601,3421248063,14578975,4182841,54478,317444.2529,0.482375781,43334,8.183333333,893388.69,427538.3894,6.500823637,1.932845257,13114911.12,1077080.375,46221429,196964,726,284893,127176,82487213,137427,234.67
2015/9/7,56957648455,21.92532491,3502824590,14582950,4189121,57984,228825.5332,0.367944616,43392,7.65,959839.2,450189.4299,9.046467046,1.639435477,17614944.57,961656.6713,58546934,243742,955,253777,101418,82593314,106101,240.2
2015/9/8,56957648455,25.98789351,3519832119,14586350,4195635,64668,263921.6026,0.482218162,43457,8.033333333,826486.75,385067.6885,6.942874724,1.5564672,13634833.31,950863.3211,53100171,220050,1128,238459,108880,82712355,119041,241.31
2015/9/9,56957648455,28.37170322,3546494661,14589825,4202009,62813,320705.3311,0.643196784,43546,8.85,851509.24,393561.8286,6.717968616,1.307451673,18933607.04,1260514.609,65127397,267926,995,280276,123535,82839106,126751,243.08
2015/9/10,56957648455,26.40670885,3503571468,14593350,4208444,55136,289886.5516,0.711985135,43646,8.916666667,852524.08,399224.5888,6.628290377,1.127299101,16863801.29,1451482.776,75625367,315001,1028,265428,125800,82967725,128619,240.08
2015/9/11,56957648455,28.71675844,3498746776,14597575,4215298,63171,241441.9037,0.738044627,43770,6.783333333,1019359.04,478503.2305,8.302118697,1.437268216,15217779.75,1382058.061,70923369,295909,1018,235288,120592,83090508,122783,239.68
2015/9/12,56957648455,28.99472893,3503433867,14601900,4222150,53354,363836.9211,0.652206179,43882,7.416666667,1044415.29,489828.7508,6.318760527,1.68572345,11412582.9,1280146.774,61956502,258227,1134,252398,161565,83255796,165288,239.93
2015/9/13,56957648455,37.79488817,3434144189,14605300,4228337,47435,205324.5521,0.703050963,43977,9.633333333,808141.81,385067.6885,5.263464484,2.301010857,12692491.31,858171.4535,35121165,149369,1711,258271,150249,83409334,153538,235.13
2015/9/14,56957648455,25.41672183,3357978768,14608800,4244070,61040,173163.9136,0.632981629,44065,9.233333333,810256.5,396393.2087,5.815794574,1.931630134,12673625.1,814693.7347,41946773,182488,1307,279964,133887,83548654,139320,229.86
2015/9/15,56957648455,30.21206978,3373797492,14612775,4251709,66297,294774.5372,0.700925528,44176,8.1,924674.4,450189.4299,5.654428824,1.744209807,15398001.85,1223402.059,53013943,229617,893,234525,159347,83712185,163531,230.88
2015/9/16,56957648455,29.74177227,3361875500,14616850,4259086,64344,370896.2817,0.693599485,44289,7,943920,461514.9501,5.686504853,1.626523615,13939823.87,1321276.593,58032972,252317,882,263932,161192,83878178,165993,230
2015/9/17,56957648455,27.13904934,3331444220,14620575,4266730,65577,318018.9835,0.698806745,44393,7.8,854930.72,421875.6293,5.056996197,1.466463707,13866113.7,1432383.606,58298798,255854,944,261990,165564,84047237,169059,227.86
2015/9/18,56957648455,26.22637494,3422039400,14624100,4273816,60345,348999.3908,0.68880861,44490,9.216666667,830934,399224.5888,3.44291598,1.286046271,14329545.3,1352347.355,64611517,276118,855,250985,238266,84288583,241346,234
2015/9/19,59335351234,26.57437234,3408107823,14627700,4280754,57551,297651.9853,0.61711009,44578,8.1,844821.74,424738.9884,4.485858546,1.307326552,13521375.39,1201441.587,64622090,277360,899,273195,180020,84476913,188330,232.99
2015/9/20,59335351234,22.72770657,3375518010,14631000,4288079,53935,269941.0918,0.461650856,44638,8.75,766418.62,389344.0727,6.495128094,1.226218569,9200032.637,1301022.974,62502611,270914,860,230379,114515,84594912,117999,230.71
2015/9/21,59335351234,20.50270252,3368746800,14634000,4296473,65953,199282.4305,0.475198642,44695,9.566666667,695204,353949.157,6.562676409,1.471942101,9504293.699,869500.5026,47230390,205171,807,264443,101659,84700845,105933,230.2
2015/9/22,59335351234,26.79271324,3316226688,14637300,4303881,71072,361778.3752,0.553837364,44768,8.783333333,753538.56,389344.0727,6.04441079,0.987445794,13192196.61,1487223.854,76311891,336829,786,285612,119372,84825512,124667,226.56
2015/9/23,59335351234,26.72725503,3359153459,14641300,4311247,71110,395641.49,0.502758831,44848,6.75,923685.18,471932.2093,6.750998962,1.256917398,19233663.34,1536071.651,73488137,320307,744,327724,132321,84962334,136822,229.43
2015/9/24,59335351234,27.90074242,3367629248,14645050,4318568,64569,378283.5812,0.50182222,44923,8.2,868521.15,442436.4463,6.435206055,1.355576302,11733627.16,1354982.61,64070252,278627,941,250674,128069,85097298,134964,229.95
2015/9/25,59335351234,24.26546849,3426325083,14648675,4325864,69609,308868.6859,0.474493386,44991,8.15,853501.1,427688.5647,6.83774575,1.643579384,16891696.65,1131711.597,51929411,222015,806,239053,119219,85222120,124822,233.9
2015/9/26,59335351234,27.12553705,3454966028,14652725,4332591,67442,337513.3718,0.446153759,45063,7.75,961315.83,477831.362,7.352882285,1.294643305,15237774.66,1449833.87,74253335,314913,911,255255,126908,85352860,130740,235.79
2015/9/27,59335351234,20.98693709,3413610106,14660125,4339229,57125,244251.306,0.426253826,45189,7.583333333,842917,424738.9884,7.858926307,2.351116705,9085345.59,762590.4822,35851772,153969,1087,251247,101501,85579710,107256,232.85
2015/9/28,59335351234,25.99373327,3503720584,14663600,4345824,68307,181037.7015,0.524385518,45261,7.9,836290,409991.1069,6.389502235,1.223176569,16033418.71,1369699.087,68370342,286140,874,246314,126552,85710595,130885,238.94
2015/9/29,59335351234,25.94376393,3486272414,14667925,4353659,74311,318736.7984,0.434677214,45336,6.566666667,1033908,510276.7014,7.414716007,1.398130096,16626431,1643197.116,73949342,311130,667,267985,135138,85850035,139440,237.68
2015/9/30,59335351234,28.15450861,3490567938,14671800,4362605,72555,384562.1856,0.532548735,45418,8.033333333,928562.73,457184.3278,6.569198166,1.231008544,13305335.48,1549007.547,75431055,317057,794,272223,136404,85991386,141351,237.91
2015/10/1,60813224039,29.54151507,3507186837,14675650,4372219,69993,400156.2101,0.45193961,45487,7.866666667,927003.42,465548.4317,6.821970195,1.388073455,14408622.84,1408171.124,66783456,279452,955,247211,132272,86127271,135885,238.98
2015/10/2,60813224039,24.63261278,3490319120,14678775,4382134,70028,325970.7137,0.547095784,45555,8,748769.22,377880.2205,5.508045549,0.8334486,13003388.16,1834545.022,89839880,377828,1033,254192,132606,86263212,135941,237.78
2015/10/3,60813224039,24.86350758,3511631463,14682575,4391799,73382,322175.1829,0.439540934,45621,7.9,914586.08,459502.3481,6.88279711,1.803140481,11745113.26,1180360.36,50721843,212074,1018,234800,129718,86396092,132880,239.17
2015/10/4,60813224039,18.81504764,3516940235,14686350,4399506,46192,266715.5199,0.36558857,45676,7.966666667,908309.71,456479.3064,9.005827103,2.740912747,8661867.053,918962.564,33138950,138385,898,261675,98648,86496950,100858,239.47
2015/10/5,60813224039,22.34545918,3514153761,14690050,4407020,50309,103192.8193,0.418199,45737,7.733333333,890376.84,447410.1811,7.57586992,1.631349629,16040473.22,1215322.432,54579155,228155,863,226632,115131,86614478,117528,239.22
2015/10/6,60813224039,23.79329659,3624513479,14693775,4415032,72903,137559.5961,0.465399651,45806,7.783333333,924519.16,450433.2228,6.494872775,1.093734595,21651521.51,1780616.553,84528657,342679,705,249199,140787,86756824,142346,246.67
2015/10/7,60813224039,26.85313864,3604476038,14697150,4427982,67976,228947.8728,0.674966711,45897,10.98333333,834095.25,408110.6381,5.978491714,1.070368316,16009447.91,1481143.695,77926003,317741,906,239250,136497,86896340,139516,245.25
2015/10/8,60813224039,26.40812974,3585617248,14700575,4439625,71113,258367.0642,0.695507496,45992,9.016666667,841733.41,414156.7217,6.030040906,0.819364574,12400136.01,1975585.338,102730022,421180,998,265540,136722,87035930,139590,243.91
2015/10/9,60813224039,23.5205094,3599220642,14703900,4449533,51282,414189.947,0.583549917,46069,11.58333333,819523.44,402064.5546,6.85851067,1.110204705,10510717.75,1352775.246,73817327,301566,896,211096,117816,87155420,119490,244.78
2015/10/10,60813224039,25.49534435,3614987149,14707625,4478025,43785,142496.5065,0.626499074,46162,7.9,921712.5,450433.2228,7.166279214,1.648954048,10246396.13,1283682.356,55896797,227417,964,278854,127194,87284038,128618,245.79
2015/10/11,60813224039,19.80117665,3649597910,14711375,4486171,39182,127444.6195,0.5901196,46250,7.366666667,935013.52,453456.2646,8.831046299,2.336289684,8756660.462,980167.5899,40021301,161324,928,234919,104281,87389916,105878,248.08
2015/10/12,60813224039,23.74975114,3629129621,14714875,4493934,57415,91811.9936,0.558868771,46328,9.55,868877.49,423225.847,6.845489849,1.489150413,12046436.79,1362093.229,58347195,236578,1063,232117,124371,87516843,126927,246.63
2015/10/13,60813224039,25.32149388,3673374596,14718225,4504330,62389,140145.0412,0.578977836,46405,9.566666667,842332.5,405087.5964,6.297483496,1.158366617,20041053.45,1618164.228,72717263,291359,845,235683,130340,87650600,133757,249.58
2015/10/14,60813224039,26.01374838,3748227565,14722025,4516989,61681,134552.685,0.491136553,46479,8.05,974099.6,459502.3481,7.148882643,1.155786987,18384897.43,1604043.532,84280201,331030,822,228578,133248,87786859,136259,254.6
2015/10/15,60883825480,29.32881596,3751179453,14726100,4528285,77786,246915.041,0.568599613,46571,7.416666667,1045411.92,493327.8751,6.64901875,1.120863399,16600191.71,2130369.117,93268450,366146,1087,307247,152540,87944087,157228,254.73
2015/10/16,60883825480,27.25756736,3863819742,14729975,4538391,71548,487698.4395,0.525302484,46652,7.25,1023533.62,469115.464,7.113553324,1.29084654,25643112.13,1706812.79,79291658,302282,1110,275882,139120,88087972,143885,262.31
2015/10/17,60883825480,28.3979313,3964275578,14733250,4547466,64586,357461.852,0.654771527,46737,8.883333333,888738.21,396478.2309,6.379663838,0.942095302,32045899.66,1734621.278,94336338,350601,954,313859,137027,88227280,139308,269.07
2015/10/18,60883825480,23.11188843,3867532353,14736825,4556219,54437,223137.8364,0.517376357,46810,8.683333333,944259.12,432796.8474,7.812963312,1.697108192,16433851.55,1071197.315,55639300,212008,949,274902,116380,88348138,120858,262.44
2015/10/19,60883825480,23.11188843,3867532353,14736825,4565229,65413,182747.5098,0.517376357,46810,7.7,944259.12,432796.8474,7.812963312,1.697108192,16433851.55,1071197.315,55639300,212008,949,274902,116380,88348138,120858,262.44
2015/10/20,60883825480,26.90024528,3893975956,14740975,4575077,69493,247367.0896,0.513074747,46895,7.7,1103132.16,502407.5292,8.076643213,1.383109051,16059630.12,1370688.344,79757425,301928,1013,266086,134440,88484721,136583,264.16
2015/10/21,60883825480,29.84547675,3977971670,14744150,4584778,73478,268856.1744,0.612539,46972,9.616666667,864439.2,384372.0253,6.260422943,1.016535671,20533408,1577569.835,85037764,315188,827,290886,135153,88622801,138080,269.8
2015/10/22,60883825480,30.92973723,3968626253,14747775,4593770,75097,338414.8602,0.643368338,47065,8.983333333,983560.5,438849.9502,6.107895374,1.169092308,17489825.3,1461543.981,84130269,312636,829,309724,154119,88783832,161031,269.1
2015/10/23,60883825480,29.269015,4041228215,14751700,4602627,69478,382244.1559,0.52485158,47147,8.133333333,1083198.3,475168.5668,7.22657331,1.177127899,25322556.83,1621906.313,92020442,335902,896,289944,146034,88933723,149891,273.95
2015/10/24,60883825480,28.1587973,4093632237,14755550,4611251,74147,271083.8139,0.520110136,47227,7.8,1075873.54,466088.9126,7.357808948,1.300484515,20969687.93,1442045.166,82728670,298197,1138,281281,138481,89079945,146222,277.43
2015/10/25,60883825480,28.61850485,4131051098,14759025,4619591,62034,254308.1632,0.573187633,47306,8.366666667,980489.7,420690.6419,6.962370142,1.324907857,15134081.82,1438771.541,74004369,264396,1119,323968,137519,89220772,140827,279.9
2015/10/26,60883825480,24.19684513,4355203129,14762900,4627736,46463,281649.1211,0.509111323,47384,8.416666667,1150243.99,469115.464,8.971632179,1.245113657,34299506.03,1349019.65,92380642,313144,1005,278147,122953,89348981,128209,295.01
2015/10/27,60883825480,25.28704706,4207771165,14766700,4633433,46468,155270.4321,0.501171947,47460,7.016666667,1089933.75,460035.8099,8.647454003,1.228917788,23638781.23,1555314.875,88690534,311249,1021,277058,122497,89475022,126041,284.95
2015/10/28,60883825480,30.03937533,4353353675,14770650,4642084,61184,155346.8072,0.532480019,47544,7.383333333,1173025.4,478195.1182,8.283551187,1.071587256,32420944.14,1817399.43,109466158,371412,985,282636,140035,89616631,141609,294.73
2015/10/29,60883825480,28.96944937,4416702248,14774050,4653806,69482,191250.7167,0.576889412,47622,10.15,1024800.6,411610.9878,6.621271015,0.900149459,37507904.68,1982987.32,113847827,380826,1101,274092,152309,89771405,154774,298.95
2015/10/30,62253982450,33.48909435,4586422490,14777750,4665697,66995,166038.1197,0.598327014,47710,7.616666667,1158573.88,458010.0135,6.995289756,0.777191553,45043648,2282588.666,149071857,480319,1126,297971,162879,89937027,165622,310.36
2015/10/31,62253982450,33.21211626,4866185020,14781850,4677539,64789,198200.7383,0.55260897,47800,6.9,1360583.6,507524.6095,8.249060859,0.761741893,55263289.91,2576175.753,178614779,542572,1362,298795,162589,90101965,164938,329.2
2015/11/1,62253982450,28.36131688,4597154298,14785650,4688287,69218,197804.4289,0.515852118,47878,7.383333333,1190201.76,470388.6625,7.664282513,0.975754445,37428890.45,1892685.654,121977590,392312,1270,318120,153148,90257257,155292,310.92
2015/11/2,62253982450,27.61874593,4606968188,14789625,4698167,65543,165719.6086,0.535353591,47963,8.5,1246623,492051.2982,7.958116286,1.044283606,25642526.91,1808217.939,119375905,383229,1205,305108,151460,90413905,156648,311.5
2015/11/3,62253982450,30.92341672,5039912343,14793250,4711290,73181,261794.5233,0.59834969,48049,8.4,1245221.95,448726.0267,7.79940591,0.791673178,70310557.42,2318357.456,157289900,461680,991,298505,154645,90573561,159656,340.69
2015/11/4,62253982450,32.90854536,6052054800,14797200,4724172,88728,465177.3803,0.6632265,48153,7.483333333,1628638,488956.636,9.148264027,0.632612484,171565483.3,2921589.028,257446389,629453,962,360192,175214,90751588,178027,409
2015/11/5,62253982450,46.51890714,6468809829,14801075,4738010,81843,433507.4801,0.773893503,48272,9.883333333,1713673.05,479672.6492,8.11701844,0.510938719,240097870.2,11707414.86,335396983,767411,1039,392233,206942,90962709,211121,437.05
2015/11/6,62253982450,35.65030072,5921920000,14804800,4750692,73094,461937.4229,0.768430584,48386,7.766666667,1504000,461104.6757,7.943969661,0.505491681,144544320.1,3874950.612,297532097,743830,1077,374641,187209,91152035,189326,400
2015/11/7,62253982450,32.5182418,5751218426,14808225,4762528,67839,216322.8929,0.670328883,48477,9.2,1342629.66,423968.7287,8.126609488,0.621828069,104939430.6,2867169.802,215916541,555941,967,354664,162759,91317249,165214,388.38
2015/11/8,62253982450,27.24627205,5737988774,14812300,4772823,57162,254141.5021,0.544952945,48565,8.816666667,1589032.76,504429.9473,9.833427767,0.992141175,41397271.71,2299911.468,160161961,413449,1056,317500,158223,91478844,161595,387.38
2015/11/9,62253982450,24.18116382,5652375858,14815800,4782986,66078,303165.5796,0.564960357,48644,8.716666667,1344441.24,433252.7154,9.974709649,1.066970524,34651606.97,2106559.626,126005472,330281,940,333196,130392,91613629,134785,381.51
2015/11/10,62253982450,28.22602453,5613617130,14819475,4793746,65767,206679.6992,0.60688115,48733,8.55,1402696.4,454915.3512,9.180250663,0.729125253,49017974.28,2906015.996,192380718,507869,1026,310788,149909,91766424,152795,378.8
2015/11/11,62253982450,27.36790426,5241134019,14823050,4804531,71669,221077.3617,0.55996807,48813,9.166666667,1273595.16,442536.7022,8.268487697,0.814137377,78245096.35,2580989.226,156434921,442431,954,295638,151205,91920454,154030,353.58
2015/11/12,65848255180,30.2843787,4595034503,14827475,4814378,68885,272654.5037,0.564048616,48912,7.683333333,1380604.5,579380.21,8.066210366,0.663556148,92221766.36,3860070.457,208061443,671383,857,340384,166407,92091613,171159,309.9
2015/11/13,65848255180,25.54702522,4918001050,14831125,4824260,70769,238831.7035,0.547871479,48991,8.516666667,1218630,477906.8399,7.901944637,0.720277627,56103254.63,2970257.42,169188929,510220,982,301266,151858,92245832,154219,331.6
2015/11/14,65848255180,26.23777854,4928286660,14835300,4833613,67362,264906.3463,0.493198629,49073,7.766666667,1395572.2,546646.8648,8.88967437,0.967701168,35918626.09,2861605.149,144215203,434122,1204,299301,153761,92402820,156988,332.2
2015/11/15,65848255180,25.03323565,4925097290,14839100,4843010,58911,242945.3322,0.531593092,49153,9.333333333,1269517.5,497546.847,8.134543299,0.912929518,23982824.1,3242922.675,139059749,418981,1104,348007,152490,92558885,156065,331.9
2015/11/16,65848255180,22.58995092,4784255549,14842725,4852513,65883,227549.3868,0.508644297,49226,8.116666667,1175537.51,474633.5053,8.489658258,1.06286094,34851429.84,2128062.231,110601252,343130,975,301039,135870,92697352,138467,322.33
2015/11/17,65848255180,25.8693141,4889455205,14847125,4862637,73416,234917.3182,0.479200733,49310,7.033333333,1457241,576106.8755,9.654310927,1.048872311,28628567.52,2538621.219,138934071,421882,892,310746,147945,92848294,150942,329.32
2015/11/18,65848255180,26.60929107,4989243843,14851150,4873149,70194,242408.3441,0.549028975,49398,8.183333333,1360933.45,527006.8577,8.599678049,1.044473905,32793891.71,1856400.162,130298464,387851,727,321631,156496,93006548,158254,335.95
2015/11/19,65848255180,28.65607622,4968286239,14854650,4884841,68256,291114.7191,0.662569764,49490,8.933333333,1179974.88,458266.8327,6.999204446,0.793721369,25422981.21,2009885.641,148663615,444488,891,328378,166056,93175135,168587,334.46
2015/11/20,65848255180,25.51230756,4888331350,14858150,4898222,68842,227930.2103,0.589680107,49572,10.5,1159725,458266.8327,7.503348193,0.946899839,28290931.15,2024646.994,122475995,372267,987,297379,153203,93329696,154561,329
2015/11/21,65848255180,25.68798169,4765094518,14862125,4910696,70200,209475.0942,0.520788742,49654,7.525,1282480,520460.1886,8.267237378,1.094163745,35862566.28,2253779.267,117210976,365576,990,298609,152649,93484824,155128,320.62
2015/11/22,65848255180,25.20808542,4839962157,14866575,4921707,53053,184089.3751,0.482332157,49739,7.25,1456881,582653.5445,9.171310402,1.424606909,14198539.91,1611089.44,102265473,314122,1016,334688,155181,93643676,158852,325.56
2015/11/23,65848255180,22.28715044,4793345255,14870925,4933602,61302,139005.8476,0.40130742,49808,7.033333333,1409226.76,569560.2064,11.13449923,1.87528228,11258958.92,1104568.386,75147447,233138,1051,265164,122866,93770240,126564,322.33
2015/11/24,65848255180,25.51151834,4826764413,14874925,4945865,67371,182645.4115,0.552857575,49896,8.4,1306072.25,523733.5231,9.15270186,1.465804799,13615387.41,1278362.904,89102741,274593,1175,324317,139554,93912938,142698,324.49
2015/11/25,72722780643,24.94506527,4777558598,14878725,4956487,67595,209447.705,0.522624796,49975,8.716666667,1227886.4,549490.4932,8.182854401,1.343943545,16374683.09,1414610.272,91364433,284536,832,307413,147186,94062994,150056,321.1
2015/11/26,72722780643,25.58035035,4836836875,14882575,4967936,76849,228539.2481,0.530170851,50056,7.216666667,1259375,556720.6312,8.260200836,1.180688657,25111070.3,1858049.909,106664445,328198,1147,307690,149233,94215457,152463,325
2015/11/27,72722780643,29.18544934,5180545500,14886625,4978961,74477,285908.0344,0.569060333,50148,8.233333333,1419492,585641.1835,8.617082499,0.904509579,73195270.68,2148058.274,156934988,450963,960,319759,162573,94380187,164730,348
2015/11/28,72722780643,25.41874713,5353676439,14890350,4990347,84646,229626.1138,0.570497926,50233,8.85,1348275,538645.2861,8.602039059,0.842653926,40156994.3,2195779.209,160003408,445023,1205,284894,155381,94536926,156739,359.54
