,Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2595,2016-02-11,144116447847.0,44.48599145,5758117900.5,15193725.0,6004822.0,0.0,0.0,0.715897940828,58066.0,7.266666666669999,1617865.62,1210727.40421,6.915699342999999,1.24559323361,36978851.3269,2522137.31764,129887155.0,342728.0,1401.0,396665.0,225892.0,109250454.0,233941.0,378.98
2596,2016-02-12,144116447847.0,44.34470738,5726044293.75,15198525.0,6018211.0,0.0,0.0,0.637685135417,58188.0,5.983333333330001,1824977.0,1375500.95627,8.0231817922,1.35056115664,26042971.8176,2731609.21864,135127313.0,358666.0,1468.0,429313.0,227463.0,109477917.0,227463.0,376.75
2597,2016-02-13,144116447847.0,39.88170509,5799145650.0,15202500.0,6028433.0,0.0,0.0,0.665082698113,58293.0,7.1,1531180.44,1139086.7294100001,7.546255113210001,1.2926024189399998,22212756.8286,2627933.25534,118457185.0,310536.0,1624.0,392638.0,202906.0,109680823.0,202906.0,381.46
2598,2016-02-14,144116447847.0,36.80013215,5909177895.0,15206325.0,6038500.0,0.0,0.0,0.6727405424840001,58395.0,7.65,1500384.6,1096102.3245299999,7.87355478589,1.25329830856,18777635.9201,2705466.81328,119714883.0,308067.0,1182.0,407580.0,190560.0,109871383.0,190560.0,388.6
2599,2016-02-15,144116447847.0,34.63112968,6120531763.5,15210825.0,6048149.0,0.0,0.0,0.5667196944439999,58497.0,6.216666666669999,1824390.92,1289532.1465,9.6565918053,1.73930446845,30702017.3075,2795383.45629,104891981.0,260679.0,1550.0,390085.0,179497.0,110060310.0,188927.0,402.38
2600,2016-02-16,144116447847.0,40.18686148,6125976346.0,15214525.0,6059096.0,0.0,0.0,0.751270574324,58608.0,8.23333333333,1505873.6,1060281.9871200002,7.260826337889999,1.03981470472,34078398.8376,3665303.3672800004,144821341.0,359679.0,1425.0,424653.0,195212.0,110267707.0,207397.0,402.64
2601,2016-02-17,144116447847.0,41.80226206,6189110092.5,15218250.0,6071809.0,0.0,0.0,0.731926161074,58717.0,8.65,1531594.54,1067446.0546,7.0006149556600015,1.01959811041,28047318.6816,3996092.8003800004,150215514.0,369361.0,1660.0,424752.0,207335.0,110486487.0,218780.0,406.69
2602,2016-02-18,144116447847.0,44.75593799,6363300370.0,15221750.0,6083614.0,0.0,0.0,0.8351240428569999,58833.0,9.5,1481533.76,1002969.44728,6.5150141379,0.865280548975,39099468.2342,3953386.8429400004,171220047.0,409578.0,1730.0,436155.0,216842.0,110713890.0,227403.0,418.04
2603,2016-02-19,144116447847.0,42.68131047,6379341962.5,15226250.0,6094406.0,0.0,0.0,0.62491515,58945.0,5.93333333333,1902961.74,1289532.1465,8.94396042582,1.26173860214,32029699.8436,3903312.1396699995,150820601.0,359979.0,1826.0,416530.0,201293.0,110926655.0,212765.0,418.97
2604,2016-02-20,163491654909.0,46.31819386,6366329644.5,15229725.0,6106627.0,0.0,0.0,0.774219877698,59052.0,9.23333333333,1471848.42,1129682.7804299998,6.82827540454,1.09837789484,22201850.3562,4069429.39093,134002007.0,320564.0,1830.0,411494.0,203632.0,111142207.0,215552.0,418.02
2605,2016-02-21,163491654909.0,43.09210135,6694895489.0,15233675.0,6118023.0,0.0,0.0,0.744355949367,59169.0,7.9,1754843.64,1284099.85114,7.79033752259,1.15507521283,49142940.23899999,4918446.3414,151924621.0,345692.0,1508.0,440841.0,212896.0,111367466.0,225259.0,439.48
2606,2016-02-22,163491654909.0,40.65663231,6622990722.75,15236825.0,6130000.0,0.0,0.0,0.840188849206,59274.0,9.916666666669999,1386597.3,1024028.9952100001,6.62568713087,1.01364971626,45001750.1744,4198706.2410699995,136792550.0,314704.0,1399.0,399688.0,195461.0,111576742.0,209276.0,434.67
2607,2016-02-23,163491654909.0,43.53246983,6682772887.5,15240075.0,6142217.0,0.0,0.0,0.8595248153849999,59385.0,10.4,1443980.5,1056537.8522,6.418718106009999,1.0151813324299999,25463328.1084,4350212.80198,142238677.0,324376.0,1392.0,469044.0,210446.0,111801706.0,224964.0,438.5
2608,2016-02-24,163491654909.0,48.21733873,6356518650.0,15243450.0,6154038.0,0.0,0.0,0.8956290814810001,59505.0,9.166666666669999,1427391.0,1097173.92344,5.78880110959,0.908054544686,41312427.126,3976883.69551,157192209.0,376960.0,1508.0,464117.0,226977.0,112048284.0,246578.0,417.0
2609,2016-02-25,163491654909.0,44.91575935,6450804727.5,15246525.0,6165717.0,0.0,0.0,0.89584400813,59615.0,9.833333333330001,1319648.9,999647.352469,5.86218815523,0.942228945892,29085738.813,3726616.87451,140056077.0,331024.0,1968.0,411081.0,208244.0,112273396.0,225112.0,423.1
2610,2016-02-26,163491654909.0,47.68274149,6426413210.0,15250150.0,6177728.0,0.0,0.0,0.8358027793100001,59736.0,8.96666666667,1547380.8,1178446.06592,7.07539037673,1.02774329771,22095111.3957,3124689.66982,150561021.0,357288.0,2036.0,412050.0,206844.0,112492095.0,218699.0,421.4
2611,2016-02-27,163491654909.0,43.148608200000005,6472839926.0,15253900.0,6189910.0,0.0,0.0,0.75447926,59849.0,7.466666666669999,1609521.62,1219082.13716,7.66877082142,1.12656043421,24487221.7856,3335713.66304,142870420.0,336689.0,1760.0,404307.0,200108.0,112701975.0,209880.0,424.34
2612,2016-02-28,163491654909.0,38.20952225,6591099600.0,15257175.0,6203933.0,0.0,0.0,0.740764992366,59946.0,8.55,1431216.0,1064665.06645,7.84558964604,0.9599318282879999,18649773.6191,2577124.49847,149095588.0,345129.0,1663.0,378857.0,176145.0,112884398.0,182423.0,432.0
2613,2016-02-29,163491654909.0,42.61977032,6615142323.0,15260900.0,6215834.0,0.0,0.0,0.700333872483,60050.0,8.95,1632881.49,1210954.92291,7.26703734362,1.11513724504,22184549.4353,8045197.65443,146428747.0,337806.0,1395.0,412223.0,207856.0,113109095.0,224697.0,433.47
2614,2016-03-01,163491654909.0,53.45252038,6657971469.5,15264275.0,6227655.0,0.0,0.0,0.9019573629629999,60171.0,11.416666666700001,1495225.04,1097173.92344,5.6275994655499995,0.660143038863,31357633.0752,8973334.42648,226500160.0,519281.0,1497.0,470332.0,245731.0,113374790.0,265695.0,436.18
2615,2016-03-02,163491654909.0,55.99857717,6593564428.25,15267475.0,6243315.0,0.0,0.0,0.89761428125,60285.0,12.416666666700001,1405736.85,1040283.42371,5.3938387070800005,0.630642949497,30939871.9084,11910037.6759,222905346.0,516140.0,1233.0,451258.0,245671.0,113635409.0,260619.0,431.87
2616,2016-03-03,163491654909.0,77.34600309,6566549286.0,15271400.0,6263101.0,0.0,0.0,0.905978573248,60427.0,9.98333333333,1720819.98,1275972.63689,6.22475105626,0.726549086428,26429723.2544,5912875.379919999,236848413.0,550823.0,1184.0,483756.0,262461.0,113911857.0,276448.0,429.99
2617,2016-03-04,163491654909.0,72.72445709,6437380104.0,15274725.0,6274533.0,0.0,0.0,0.918519172932,60549.0,10.8,1431631.68,1080919.49495,6.47044694631,0.661068514046,33471079.525,3660823.72516,216563283.0,513865.0,1447.0,410737.0,212413.0,114133114.0,221257.0,421.44
2618,2016-03-05,163491654909.0,52.60628503,6363200092.0,15278525.0,6285946.0,65312.0,244667.341016,0.8366466907889999,60676.0,9.566666666669999,1604280.96,1235336.56565,7.56365254781,0.968735774337,32002741.2982,6843890.07063,165605628.0,397632.0,1137.0,419365.0,205061.0,114345218.0,212104.0,416.48
2619,2016-03-06,163491654909.0,63.03314682,6128282500.0,15282500.0,6296865.0,60157.0,268540.190834,0.773170402516,60798.0,8.333333333330001,1619238.0,1292227.06539,6.80017806372,0.80896842456,50904367.533,18219205.8849,200160841.0,499154.0,1196.0,422768.0,232294.0,114583335.0,238117.0,401.0
2620,2016-03-07,158427203767.0,41.1407975,6249823738.5,15285975.0,6308115.0,48732.0,166895.922137,0.661320676259,60889.0,8.76666666667,1437551.76,1094688.8032200001,8.38291032504,1.05971478753,24330044.9112,4004392.2632800005,135654591.0,331787.0,1189.0,312335.0,166280.0,114754821.0,171486.0,408.86
2621,2016-03-08,158427203767.0,44.13385665,6298500809.0,15289850.0,6319893.0,57278.0,234196.46626999998,0.651829464516,60990.0,7.35,1614392.86,1220696.14747,8.79634315916,1.2628143302600001,25774187.7886,2835066.07064,127840873.0,310339.0,1209.0,372418.0,174456.0,114938351.0,183530.0,411.94
2622,2016-03-09,158427203767.0,43.94045893,6306762748.0,15293200.0,6331643.0,59818.0,219653.525369,0.732320567164,61088.0,8.5,1399239.27,1055311.50814,7.21521417632,1.1656211921200001,21813407.596,2358524.71349,120042367.0,291089.0,1077.0,363851.0,185419.0,115132280.0,193929.0,412.39
